Schlüssel WZ 2009,Ebene,Titel,Übersektor
47740,5,Einzelhandel mit medizinischen und orthopädischen Artikeln,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4775,4,Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47750,5,Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4776,4,"Einzelhandel mit Blumen, Pflanzen, Sämereien, Düngemitteln, zoologischem Bedarf und lebenden Tieren",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47761,5,"Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47762,5,Einzelhandel mit zoologischem Bedarf und lebenden Tieren,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4777,4,Einzelhandel mit Uhren und Schmuck,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47770,5,Einzelhandel mit Uhren und Schmuck,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4778,4,Sonstiger Einzelhandel in Verkaufsräumen (ohne Antiquitäten und Gebrauchtwaren),Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47781,5,Augenoptiker,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47782,5,Einzelhandel mit Foto- und optischen Erzeugnissen (ohne Augenoptiker),Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47783,5,"Einzelhandel mit Kunstgegenständen, Bildern, kunstgewerblichen Erzeugnissen, Briefmarken, Münzen und Geschenkartikeln",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47789,5,Sonstiger Einzelhandel a. n. g. (in Verkaufsräumen),Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4779,4,Einzelhandel mit Antiquitäten und Gebrauchtwaren,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47791,5,Einzelhandel mit Antiquitäten und antiken Teppichen,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47792,5,Antiquariate,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47799,5,Einzelhandel mit sonstigen Gebrauchtwaren,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
478,3,Einzelhandel an Verkaufsständen und auf Märkten,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4781,4,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47810,5,"Einzelhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren an Verkaufsständen und auf Märkten",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4782,4,"Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47820,5,"Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4789,4,Einzelhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47890,5,Einzelhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
479,3,"Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4791,4,Versand- und Internet-Einzelhandel,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47911,5,"Versand- und Internet-Einzelhandel mit Textilien, Bekleidung, Schuhen und Lederwaren",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47919,5,Sonstiger Versand- und Internet-Einzelhandel,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
4799,4,"Sonstiger Einzelhandel, nicht in Verkaufsräumen, an Verkaufsständen oder auf Märkten",Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47991,5,Einzelhandel vom Lager mit Brennstoffen,Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
47999,5,Sonstiger Einzelhandel a. n. g. (nicht in Verkaufsräumen),Handel; Instandhaltung und Reparatur von Kraftfahrzeugen
H,1,Verkehr und Lagerei,Verkehr und Lagerei
49,2,Landverkehr und Transport in Rohrfernleitungen,Verkehr und Lagerei
491,3,Personenbeförderung im Eisenbahnfernverkehr,Verkehr und Lagerei
491,4,Personenbeförderung im Eisenbahnfernverkehr,Verkehr und Lagerei
49100,5,Personenbeförderung im Eisenbahnfernverkehr,Verkehr und Lagerei
492,3,Güterbeförderung im Eisenbahnverkehr,Verkehr und Lagerei
492,4,Güterbeförderung im Eisenbahnverkehr,Verkehr und Lagerei
49200,5,Güterbeförderung im Eisenbahnverkehr,Verkehr und Lagerei
493,3,Sonstige Personenbeförderung im Landverkehr,Verkehr und Lagerei
4931,4,Personenbeförderung im Nahverkehr zu Lande (ohne Taxis),Verkehr und Lagerei
49310,5,Personenbeförderung im Nahverkehr zu Lande (ohne Taxis),Verkehr und Lagerei
4932,4,Betrieb von Taxis,Verkehr und Lagerei
49320,5,Betrieb von Taxis,Verkehr und Lagerei
4939,4,Sonstige Personenbeförderung im Landverkehr a. n. g.,Verkehr und Lagerei
49391,5,Personenbeförderung im Omnibus-Linienfernverkehr,Verkehr und Lagerei
49392,5,Personenbeförderung im Omnibus-Gelegenheitsverkehr,Verkehr und Lagerei
49399,5,Personenbeförderung im Landverkehr a. n. g.,Verkehr und Lagerei
494,3,"Güterbeförderung im Straßenverkehr, Umzugstransporte",Verkehr und Lagerei
4941,4,Güterbeförderung im Straßenverkehr,Verkehr und Lagerei
49410,5,Güterbeförderung im Straßenverkehr,Verkehr und Lagerei
4942,4,Umzugstransporte,Verkehr und Lagerei
49420,5,Umzugstransporte,Verkehr und Lagerei
495,3,Transport in Rohrfernleitungen,Verkehr und Lagerei
495,4,Transport in Rohrfernleitungen,Verkehr und Lagerei
49500,5,Transport in Rohrfernleitungen,Verkehr und Lagerei
50,2,Schifffahrt,Verkehr und Lagerei
501,3,Personenbeförderung in der See- und Küstenschifffahrt,Verkehr und Lagerei
501,4,Personenbeförderung in der See- und Küstenschifffahrt,Verkehr und Lagerei
50100,5,Personenbeförderung in der See- und Küstenschifffahrt,Verkehr und Lagerei
502,3,Güterbeförderung in der See- und Küstenschifffahrt,Verkehr und Lagerei
502,4,Güterbeförderung in der See- und Küstenschifffahrt,Verkehr und Lagerei
50200,5,Güterbeförderung in der See- und Küstenschifffahrt,Verkehr und Lagerei
503,3,Personenbeförderung in der Binnenschifffahrt,Verkehr und Lagerei
503,4,Personenbeförderung in der Binnenschifffahrt,Verkehr und Lagerei
50300,5,Personenbeförderung in der Binnenschifffahrt,Verkehr und Lagerei
504,3,Güterbeförderung in der Binnenschifffahrt,Verkehr und Lagerei
504,4,Güterbeförderung in der Binnenschifffahrt,Verkehr und Lagerei
50400,5,Güterbeförderung in der Binnenschifffahrt,Verkehr und Lagerei
51,2,Luftfahrt,Verkehr und Lagerei
511,3,Personenbeförderung in der Luftfahrt,Verkehr und Lagerei
511,4,Personenbeförderung in der Luftfahrt,Verkehr und Lagerei
51100,5,Personenbeförderung in der Luftfahrt,Verkehr und Lagerei
512,3,Güterbeförderung in der Luftfahrt und Raumtransport,Verkehr und Lagerei
5121,4,Güterbeförderung in der Luftfahrt,Verkehr und Lagerei
51210,5,Güterbeförderung in der Luftfahrt,Verkehr und Lagerei
5122,4,Raumtransport,Verkehr und Lagerei
51220,5,Raumtransport,Verkehr und Lagerei
52,2,Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr,Verkehr und Lagerei
521,3,Lagerei,Verkehr und Lagerei
521,4,Lagerei,Verkehr und Lagerei
52100,5,Lagerei,Verkehr und Lagerei
522,3,Erbringung von sonstigen Dienstleistungen für den Verkehr,Verkehr und Lagerei
5221,4,Erbringung von sonstigen Dienstleistungen für den Landverkehr,Verkehr und Lagerei
52211,5,Betrieb von Parkhäusern und Parkplätzen,Verkehr und Lagerei
52212,5,Betrieb von Verkehrswegen für Straßenfahrzeuge,Verkehr und Lagerei
52213,5,Betrieb von Verkehrswegen für Schienenfahrzeuge,Verkehr und Lagerei
52214,5,Betrieb von Bahnhöfen für den Personenverkehr einschließlich Omnibusbahnhöfe,Verkehr und Lagerei
52215,5,Betrieb von Güterabfertigungseinrichtungen für Schienen- und Straßenfahrzeuge (ohne Frachtumschlag),Verkehr und Lagerei
52219,5,Erbringung von sonstigen Dienstleistungen für den Landverkehr a. n. g.,Verkehr und Lagerei
5222,4,Erbringung von sonstigen Dienstleistungen für die Schifffahrt,Verkehr und Lagerei
52221,5,Betrieb von Wasserstraßen,Verkehr und Lagerei
52222,5,Betrieb von Häfen,Verkehr und Lagerei
52223,5,Lotsinnen und Lotsen in der Schifffahrt,Verkehr und Lagerei
52229,5,Erbringung von sonstigen Dienstleistungen für die Schifffahrt a. n. g.,Verkehr und Lagerei
5223,4,Erbringung von sonstigen Dienstleistungen für die Luftfahrt,Verkehr und Lagerei
52231,5,Betrieb von Flughäfen und Landeplätzen für Luftfahrzeuge,Verkehr und Lagerei
52239,5,Erbringung von sonstigen Dienstleistungen für die Luftfahrt a. n. g.,Verkehr und Lagerei
5224,4,Frachtumschlag,Verkehr und Lagerei
52240,5,Frachtumschlag,Verkehr und Lagerei
5229,4,Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.,Verkehr und Lagerei
52291,5,Spedition,Verkehr und Lagerei
52292,5,Schiffsmaklerbüros und -agenturen,Verkehr und Lagerei
52299,5,Erbringung von Dienstleistungen für den Verkehr a. n. g.,Verkehr und Lagerei
53,2,"Post-, Kurier- und Expressdienste",Verkehr und Lagerei
531,3,Postdienste von Universaldienstleistungsanbietern,Verkehr und Lagerei
531,4,Postdienste von Universaldienstleistungsanbietern,Verkehr und Lagerei
53100,5,Postdienste von Universaldienstleistungsanbietern,Verkehr und Lagerei
532,3,"Sonstige Post-, Kurier- und Expressdienste",Verkehr und Lagerei
532,4,"Sonstige Post-, Kurier- und Expressdienste",Verkehr und Lagerei
53200,5,"Sonstige Post-, Kurier- und Expressdienste",Verkehr und Lagerei
I,1,Gastgewerbe,Gastgewerbe
55,2,Beherbergung,Gastgewerbe
551,3,"Hotels, Gasthöfe und Pensionen",Gastgewerbe
551,4,"Hotels, Gasthöfe und Pensionen",Gastgewerbe
55101,5,Hotels (ohne Hotels garnis),Gastgewerbe
55102,5,Hotels garnis,Gastgewerbe
55103,5,Gasthöfe,Gastgewerbe
55104,5,Pensionen,Gastgewerbe
552,3,Ferienunterkünfte und ähnliche Beherbergungsstätten,Gastgewerbe
552,4,Ferienunterkünfte und ähnliche Beherbergungsstätten,Gastgewerbe
55201,5,Erholungs- und Ferienheime,Gastgewerbe
55202,5,Ferienzentren,Gastgewerbe
55203,5,Ferienhäuser und Ferienwohnungen,Gastgewerbe
55204,5,Jugendherbergen und Hütten,Gastgewerbe
553,3,Campingplätze,Gastgewerbe
553,4,Campingplätze,Gastgewerbe
55300,5,Campingplätze,Gastgewerbe
559,3,Sonstige Beherbergungsstätten,Gastgewerbe
559,4,Sonstige Beherbergungsstätten,Gastgewerbe
55901,5,Privatquartiere,Gastgewerbe
55909,5,Sonstige Beherbergungsstätten a. n. g.,Gastgewerbe
56,2,Gastronomie,Gastgewerbe
561,3,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",Gastgewerbe
561,4,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",Gastgewerbe
56101,5,Restaurants mit herkömmlicher Bedienung,Gastgewerbe
56102,5,Restaurants mit Selbstbedienung,Gastgewerbe
56103,5,Imbissstuben u. Ä.,Gastgewerbe
56104,5,Cafés,Gastgewerbe
56105,5,Eissalons,Gastgewerbe
562,3,Caterer und Erbringung sonstiger Verpflegungsdienstleistungen,Gastgewerbe
5621,4,Event-Caterer,Gastgewerbe
56210,5,Event-Caterer,Gastgewerbe
5629,4,Erbringung sonstiger Verpflegungsdienstleistungen,Gastgewerbe
56290,5,Erbringung sonstiger Verpflegungsdienstleistungen,Gastgewerbe
563,3,Ausschank von Getränken,Gastgewerbe
563,4,Ausschank von Getränken,Gastgewerbe
56301,5,Schankwirtschaften,Gastgewerbe
56302,5,Diskotheken und Tanzlokale,Gastgewerbe
56303,5,Bars,Gastgewerbe
56304,5,Vergnügungslokale,Gastgewerbe
56309,5,Sonstige getränkegeprägte Gastronomie,Gastgewerbe
J,1,Information und Kommunikation,Information und Kommunikation
58,2,Verlagswesen,Information und Kommunikation
581,3,Verlegen von Büchern und Zeitschriften; sonstiges Verlagswesen (ohne Software),Information und Kommunikation
5811,4,Verlegen von Büchern,Information und Kommunikation
58110,5,Verlegen von Büchern,Information und Kommunikation
5812,4,Verlegen von Adressbüchern und Verzeichnissen,Information und Kommunikation
58120,5,Verlegen von Adressbüchern und Verzeichnissen,Information und Kommunikation
5813,4,Verlegen von Zeitungen,Information und Kommunikation
58130,5,Verlegen von Zeitungen,Information und Kommunikation
5814,4,Verlegen von Zeitschriften,Information und Kommunikation
58140,5,Verlegen von Zeitschriften,Information und Kommunikation
5819,4,Sonstiges Verlagswesen (ohne Software),Information und Kommunikation
58190,5,Sonstiges Verlagswesen (ohne Software),Information und Kommunikation
582,3,Verlegen von Software,Information und Kommunikation
5821,4,Verlegen von Computerspielen,Information und Kommunikation
58210,5,Verlegen von Computerspielen,Information und Kommunikation
5829,4,Verlegen von sonstiger Software,Information und Kommunikation
58290,5,Verlegen von sonstiger Software,Information und Kommunikation
59,2,"Herstellung, Verleih und Vertrieb von Filmen und Fernsehprogrammen; Kinos; Tonstudios und Verlegen von Musik",Information und Kommunikation
591,3,"Herstellung von Filmen und Fernsehprogrammen, deren Verleih und Vertrieb; Kinos",Information und Kommunikation
5911,4,"Herstellung von Filmen, Videofilmen und Fernsehprogrammen",Information und Kommunikation
59110,5,"Herstellung von Filmen, Videofilmen und Fernsehprogrammen",Information und Kommunikation
5912,4,Nachbearbeitung und sonstige Filmtechnik,Information und Kommunikation
59120,5,Nachbearbeitung und sonstige Filmtechnik,Information und Kommunikation
5913,4,Filmverleih und -vertrieb (ohne Videotheken),Information und Kommunikation
59130,5,Filmverleih und -vertrieb (ohne Videotheken),Information und Kommunikation
5914,4,Kinos,Information und Kommunikation
59140,5,Kinos,Information und Kommunikation
592,3,Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien,Information und Kommunikation
592,4,Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien,Information und Kommunikation
59201,5,Tonstudios und Herstellung von Hörfunkbeiträgen,Information und Kommunikation
59202,5,Verlegen von bespielten Tonträgern,Information und Kommunikation
59203,5,Verlegen von Musikalien,Information und Kommunikation
60,2,Rundfunkveranstalter,Information und Kommunikation
601,3,Hörfunkveranstalter,Information und Kommunikation
601,4,Hörfunkveranstalter,Information und Kommunikation
60100,5,Hörfunkveranstalter,Information und Kommunikation
602,3,Fernsehveranstalter,Information und Kommunikation
602,4,Fernsehveranstalter,Information und Kommunikation
60200,5,Fernsehveranstalter,Information und Kommunikation
61,2,Telekommunikation,Information und Kommunikation
611,3,Leitungsgebundene Telekommunikation,Information und Kommunikation
611,4,Leitungsgebundene Telekommunikation,Information und Kommunikation
61100,5,Leitungsgebundene Telekommunikation,Information und Kommunikation
612,3,Drahtlose Telekommunikation,Information und Kommunikation
612,4,Drahtlose Telekommunikation,Information und Kommunikation
61200,5,Drahtlose Telekommunikation,Information und Kommunikation
613,3,Satellitentelekommunikation,Information und Kommunikation
613,4,Satellitentelekommunikation,Information und Kommunikation
61300,5,Satellitentelekommunikation,Information und Kommunikation
619,3,Sonstige Telekommunikation,Information und Kommunikation
619,4,Sonstige Telekommunikation,Information und Kommunikation
61901,5,Internetserviceprovider,Information und Kommunikation
61909,5,Sonstige Telekommunikation a. n. g.,Information und Kommunikation
62,2,Erbringung von Dienstleistungen der Informationstechnologie,Information und Kommunikation
62,3,Erbringung von Dienstleistungen der Informationstechnologie,Information und Kommunikation
6201,4,Programmierungstätigkeiten,Information und Kommunikation
62011,5,Entwicklung und Programmierung von Internetpräsentationen,Information und Kommunikation
62019,5,Sonstige Softwareentwicklung,Information und Kommunikation
6202,4,Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,Information und Kommunikation
62020,5,Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,Information und Kommunikation
6203,4,Betrieb von Datenverarbeitungseinrichtungen für Dritte,Information und Kommunikation
62030,5,Betrieb von Datenverarbeitungseinrichtungen für Dritte,Information und Kommunikation
6209,4,Erbringung von sonstigen Dienstleistungen der Informationstechnologie,Information und Kommunikation
62090,5,Erbringung von sonstigen Dienstleistungen der Informationstechnologie,Information und Kommunikation
63,2,Informationsdienstleistungen,Information und Kommunikation
631,3,"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten; Webportale",Information und Kommunikation
6311,4,"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten",Information und Kommunikation
63110,5,"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten",Information und Kommunikation
6312,4,Webportale,Information und Kommunikation
63120,5,Webportale,Information und Kommunikation
639,3,Erbringung von sonstigen Informationsdienstleistungen,Information und Kommunikation
6391,4,Korrespondenz- und Nachrichtenbüros,Information und Kommunikation
63910,5,Korrespondenz- und Nachrichtenbüros,Information und Kommunikation
6399,4,Erbringung von sonstigen Informationsdienstleistungen a. n. g.,Information und Kommunikation
63990,5,Erbringung von sonstigen Informationsdienstleistungen a. n. g.,Information und Kommunikation
K,1,Erbringung von Finanz- und Versicherungsdienstleistungen,Erbringung von Finanz- und Versicherungsdienstleistungen
64,2,Erbringung von Finanzdienstleistungen,Erbringung von Finanz- und Versicherungsdienstleistungen
641,3,Zentralbanken und Kreditinstitute,Erbringung von Finanz- und Versicherungsdienstleistungen
6411,4,Zentralbanken,Erbringung von Finanz- und Versicherungsdienstleistungen
64110,5,Zentralbanken,Erbringung von Finanz- und Versicherungsdienstleistungen
6419,4,Kreditinstitute (ohne Spezialkreditinstitute),Erbringung von Finanz- und Versicherungsdienstleistungen
64191,5,Kreditbanken einschließlich Zweigstellen ausländischer Banken,Erbringung von Finanz- und Versicherungsdienstleistungen
64192,5,Kreditinstitute des Sparkassensektors,Erbringung von Finanz- und Versicherungsdienstleistungen
64193,5,Kreditinstitute des Genossenschaftssektors,Erbringung von Finanz- und Versicherungsdienstleistungen
64194,5,Realkreditinstitute,Erbringung von Finanz- und Versicherungsdienstleistungen
64195,5,Kreditinstitute mit Sonderaufgaben,Erbringung von Finanz- und Versicherungsdienstleistungen
64196,5,Bausparkassen,Erbringung von Finanz- und Versicherungsdienstleistungen
642,3,Beteiligungsgesellschaften,Erbringung von Finanz- und Versicherungsdienstleistungen
642,4,Beteiligungsgesellschaften,Erbringung von Finanz- und Versicherungsdienstleistungen
64200,5,Beteiligungsgesellschaften,Erbringung von Finanz- und Versicherungsdienstleistungen
643,3,Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen,Erbringung von Finanz- und Versicherungsdienstleistungen
643,4,Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen,Erbringung von Finanz- und Versicherungsdienstleistungen
64300,5,Treuhand- und sonstige Fonds und ähnliche Finanzinstitutionen,Erbringung von Finanz- und Versicherungsdienstleistungen
649,3,Sonstige Finanzierungsinstitutionen,Erbringung von Finanz- und Versicherungsdienstleistungen
6491,4,Institutionen für Finanzierungsleasing,Erbringung von Finanz- und Versicherungsdienstleistungen
64910,5,Institutionen für Finanzierungsleasing,Erbringung von Finanz- und Versicherungsdienstleistungen
6492,4,Spezialkreditinstitute,Erbringung von Finanz- und Versicherungsdienstleistungen
64921,5,Spezialkreditinstitute (ohne Pfandkreditgeschäfte),Erbringung von Finanz- und Versicherungsdienstleistungen
64922,5,Leihhäuser,Erbringung von Finanz- und Versicherungsdienstleistungen
6499,4,Sonstige Finanzdienstleistungen a. n. g.,Erbringung von Finanz- und Versicherungsdienstleistungen
64991,5,Investmentaktiengesellschaften und Fonds von Kapitalanlagegesellschaften (ohne Geldmarktfonds),Erbringung von Finanz- und Versicherungsdienstleistungen
64999,5,Sonstige Finanzierungsinstitutionen a. n. g.,Erbringung von Finanz- und Versicherungsdienstleistungen
65,2,"Versicherungen, Rückversicherungen und Pensionskassen (ohne Sozial-versicherung)",Erbringung von Finanz- und Versicherungsdienstleistungen
651,3,Versicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
6511,4,Lebensversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
65110,5,Lebensversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
6512,4,Nichtlebensversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
65121,5,Krankenversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
65122,5,Schaden- und Unfallversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
652,3,Rückversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
652,4,Rückversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
65200,5,Rückversicherungen,Erbringung von Finanz- und Versicherungsdienstleistungen
653,3,Pensionskassen und Pensionsfonds,Erbringung von Finanz- und Versicherungsdienstleistungen
653,4,Pensionskassen und Pensionsfonds,Erbringung von Finanz- und Versicherungsdienstleistungen
65300,5,Pensionskassen und Pensionsfonds,Erbringung von Finanz- und Versicherungsdienstleistungen
66,2,Mit Finanz- und Versicherungsdienstleistungen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
661,3,Mit Finanzdienstleistungen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
6611,4,Effekten- und Warenbörsen,Erbringung von Finanz- und Versicherungsdienstleistungen
66110,5,Effekten- und Warenbörsen,Erbringung von Finanz- und Versicherungsdienstleistungen
6612,4,Effekten- und Warenhandel,Erbringung von Finanz- und Versicherungsdienstleistungen
66120,5,Effekten- und Warenhandel,Erbringung von Finanz- und Versicherungsdienstleistungen
6619,4,Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
66190,5,Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
662,3,Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
6621,4,Risiko- und Schadensbewertung,Erbringung von Finanz- und Versicherungsdienstleistungen
66210,5,Risiko- und Schadensbewertung,Erbringung von Finanz- und Versicherungsdienstleistungen
6622,4,Tätigkeit von Versicherungsmaklerinnen und -maklern,Erbringung von Finanz- und Versicherungsdienstleistungen
66220,5,Tätigkeit von Versicherungsmaklerinnen und -maklern,Erbringung von Finanz- und Versicherungsdienstleistungen
6629,4,Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
66290,5,Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten,Erbringung von Finanz- und Versicherungsdienstleistungen
663,3,Fondsmanagement,Erbringung von Finanz- und Versicherungsdienstleistungen
663,4,Fondsmanagement,Erbringung von Finanz- und Versicherungsdienstleistungen
66300,5,Fondsmanagement,Erbringung von Finanz- und Versicherungsdienstleistungen
L,1,Grundstücks- und Wohnungswesen,Grundstücks- und Wohnungswesen
68,2,Grundstücks- und Wohnungswesen,Grundstücks- und Wohnungswesen
681,3,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",Grundstücks- und Wohnungswesen
681,4,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",Grundstücks- und Wohnungswesen
68101,5,"Kauf und Verkauf von eigenen Wohngrundstücken, Wohngebäuden und Wohnungen",Grundstücks- und Wohnungswesen
68102,5,Kauf und Verkauf von eigenen Gewerbegrundstücken und Nichtwohngebäuden,Grundstücks- und Wohnungswesen
682,3,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen",Grundstücks- und Wohnungswesen
682,4,"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen",Grundstücks- und Wohnungswesen
68201,5,"Vermietung, Verpachtung von eigenen oder geleasten Wohngrundstücken, Wohngebäuden und Wohnungen",Grundstücks- und Wohnungswesen
68202,5,"Vermietung, Verpachtung von eigenen oder geleasten Gewerbegrundstücken und Nichtwohngebäuden",Grundstücks- und Wohnungswesen
683,3,"Vermittlung und Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",Grundstücks- und Wohnungswesen
6831,4,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",Grundstücks- und Wohnungswesen
68311,5,"Vermittlung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",Grundstücks- und Wohnungswesen
68312,5,Vermittlung von Gewerbegrundstücken und Nichtwohngebäuden für Dritte,Grundstücks- und Wohnungswesen
6832,4,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",Grundstücks- und Wohnungswesen
68321,5,"Verwaltung von Wohngrundstücken, Wohngebäuden und Wohnungen für Dritte",Grundstücks- und Wohnungswesen
68322,5,Verwaltung von Gewerbegrundstücken und Nichtwohngebäuden für Dritte,Grundstücks- und Wohnungswesen
M,1,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69,2,"Rechts- und Steuerberatung, Wirtschaftsprüfung","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
691,3,Rechtsberatung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
691,4,Rechtsberatung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69101,5,Rechtsanwaltskanzleien mit Notariat,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69102,5,Rechtsanwaltskanzleien ohne Notariat,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69103,5,Notariate,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69104,5,Patentanwaltskanzleien,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69109,5,Erbringung sonstiger juristischer Dienstleistungen a. n. g.,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
692,3,Wirtschaftsprüfung und Steuerberatung; Buchführung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
692,4,Wirtschaftsprüfung und Steuerberatung; Buchführung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69201,5,"Praxen von Wirtschaftsprüferinnen und -prüfern, Wirtschaftsprüfungsgesellschaften","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69202,5,"Praxen von vereidigten Buchprüferinnen und -prüfern, Buchprüfungsgesellschaften","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69203,5,"Praxen von Steuerbevollmächtigten, Steuerberaterinnen und -beratern, Steuerberatungsgesellschaften","Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
69204,5,Buchführung (ohne Datenverarbeitungsdienste),"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
70,2,Verwaltung und Führung von Unternehmen und Betrieben; Unternehmens-beratung,"Erbringung von freiberuflichen, wissenschaftlichen und technischen Dienstleistungen"
