Schlüssel WZ 2009,Ebene,Titel,Übersektor
17240,5,Herstellung von Tapeten,Verarbeitendes Gewerbe
1729,4,"Herstellung von sonstigen Waren aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
17290,5,"Herstellung von sonstigen Waren aus Papier, Karton und Pappe",Verarbeitendes Gewerbe
18,2,"Herstellung von Druckerzeugnissen; Vervielfältigung von bespielten Ton-, Bild- und Datenträgern",Verarbeitendes Gewerbe
181,3,Herstellung von Druckerzeugnissen,Verarbeitendes Gewerbe
1811,4,Drucken von Zeitungen,Verarbeitendes Gewerbe
18110,5,Drucken von Zeitungen,Verarbeitendes Gewerbe
1812,4,Drucken a. n. g.,Verarbeitendes Gewerbe
18120,5,Drucken a. n. g.,Verarbeitendes Gewerbe
1813,4,Druck- und Medienvorstufe,Verarbeitendes Gewerbe
18130,5,Druck- und Medienvorstufe,Verarbeitendes Gewerbe
1814,4,Binden von Druckerzeugnissen und damit verbundene Dienstleistungen,Verarbeitendes Gewerbe
18140,5,Binden von Druckerzeugnissen und damit verbundene Dienstleistungen,Verarbeitendes Gewerbe
182,3,"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern",Verarbeitendes Gewerbe
182,4,"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern",Verarbeitendes Gewerbe
18200,5,"Vervielfältigung von bespielten Ton-, Bild- und Datenträgern",Verarbeitendes Gewerbe
19,2,Kokerei und Mineralölverarbeitung,Verarbeitendes Gewerbe
191,3,Kokerei,Verarbeitendes Gewerbe
191,4,Kokerei,Verarbeitendes Gewerbe
19100,5,Kokerei,Verarbeitendes Gewerbe
192,3,Mineralölverarbeitung,Verarbeitendes Gewerbe
192,4,Mineralölverarbeitung,Verarbeitendes Gewerbe
19200,5,Mineralölverarbeitung,Verarbeitendes Gewerbe
20,2,Herstellung von chemischen Erzeugnissen,Verarbeitendes Gewerbe
201,3,"Herstellung von chemischen Grundstoffen, Düngemitteln und Stickstoffverbindungen, Kunststoffen in Primärformen und synthetischem Kautschuk in Primärformen",Verarbeitendes Gewerbe
2011,4,Herstellung von Industriegasen,Verarbeitendes Gewerbe
20110,5,Herstellung von Industriegasen,Verarbeitendes Gewerbe
2012,4,Herstellung von Farbstoffen und Pigmenten,Verarbeitendes Gewerbe
20120,5,Herstellung von Farbstoffen und Pigmenten,Verarbeitendes Gewerbe
2013,4,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Verarbeitendes Gewerbe
20130,5,Herstellung von sonstigen anorganischen Grundstoffen und Chemikalien,Verarbeitendes Gewerbe
2014,4,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Verarbeitendes Gewerbe
20140,5,Herstellung von sonstigen organischen Grundstoffen und Chemikalien,Verarbeitendes Gewerbe
2015,4,Herstellung von Düngemitteln und Stickstoffverbindungen,Verarbeitendes Gewerbe
20150,5,Herstellung von Düngemitteln und Stickstoffverbindungen,Verarbeitendes Gewerbe
2016,4,Herstellung von Kunststoffen in Primärformen,Verarbeitendes Gewerbe
20160,5,Herstellung von Kunststoffen in Primärformen,Verarbeitendes Gewerbe
2017,4,Herstellung von synthetischem Kautschuk in Primärformen,Verarbeitendes Gewerbe
20170,5,Herstellung von synthetischem Kautschuk in Primärformen,Verarbeitendes Gewerbe
202,3,"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln",Verarbeitendes Gewerbe
202,4,"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln",Verarbeitendes Gewerbe
20200,5,"Herstellung von Schädlingsbekämpfungs-, Pflanzenschutz- und Desinfektionsmitteln",Verarbeitendes Gewerbe
203,3,"Herstellung von Anstrichmitteln, Druckfarben und Kitten",Verarbeitendes Gewerbe
203,4,"Herstellung von Anstrichmitteln, Druckfarben und Kitten",Verarbeitendes Gewerbe
20300,5,"Herstellung von Anstrichmitteln, Druckfarben und Kitten",Verarbeitendes Gewerbe
204,3,"Herstellung von Seifen, Wasch-, Reinigungs- und Körperpflegemitteln sowie von Duftstoffen",Verarbeitendes Gewerbe
2041,4,"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln",Verarbeitendes Gewerbe
20410,5,"Herstellung von Seifen, Wasch-, Reinigungs- und Poliermitteln",Verarbeitendes Gewerbe
2042,4,Herstellung von Körperpflegemitteln und Duftstoffen,Verarbeitendes Gewerbe
20420,5,Herstellung von Körperpflegemitteln und Duftstoffen,Verarbeitendes Gewerbe
205,3,Herstellung von sonstigen chemischen Erzeugnissen,Verarbeitendes Gewerbe
2051,4,Herstellung von pyrotechnischen Erzeugnissen,Verarbeitendes Gewerbe
20510,5,Herstellung von pyrotechnischen Erzeugnissen,Verarbeitendes Gewerbe
2052,4,Herstellung von Klebstoffen,Verarbeitendes Gewerbe
20520,5,Herstellung von Klebstoffen,Verarbeitendes Gewerbe
2053,4,Herstellung von etherischen Ölen,Verarbeitendes Gewerbe
20530,5,Herstellung von etherischen Ölen,Verarbeitendes Gewerbe
2059,4,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Verarbeitendes Gewerbe
20590,5,Herstellung von sonstigen chemischen Erzeugnissen a. n. g.,Verarbeitendes Gewerbe
206,3,Herstellung von Chemiefasern,Verarbeitendes Gewerbe
206,4,Herstellung von Chemiefasern,Verarbeitendes Gewerbe
20600,5,Herstellung von Chemiefasern,Verarbeitendes Gewerbe
21,2,Herstellung von pharmazeutischen Erzeugnissen,Verarbeitendes Gewerbe
211,3,Herstellung von pharmazeutischen Grundstoffen,Verarbeitendes Gewerbe
211,4,Herstellung von pharmazeutischen Grundstoffen,Verarbeitendes Gewerbe
21100,5,Herstellung von pharmazeutischen Grundstoffen,Verarbeitendes Gewerbe
212,3,Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen,Verarbeitendes Gewerbe
212,4,Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen,Verarbeitendes Gewerbe
21200,5,Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen,Verarbeitendes Gewerbe
22,2,Herstellung von Gummi- und Kunststoffwaren,Verarbeitendes Gewerbe
221,3,Herstellung von Gummiwaren,Verarbeitendes Gewerbe
2211,4,Herstellung und Runderneuerung von Bereifungen,Verarbeitendes Gewerbe
22110,5,Herstellung und Runderneuerung von Bereifungen,Verarbeitendes Gewerbe
2219,4,Herstellung von sonstigen Gummiwaren,Verarbeitendes Gewerbe
22190,5,Herstellung von sonstigen Gummiwaren,Verarbeitendes Gewerbe
222,3,Herstellung von Kunststoffwaren,Verarbeitendes Gewerbe
2221,4,"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen",Verarbeitendes Gewerbe
22210,5,"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen",Verarbeitendes Gewerbe
2222,4,Herstellung von Verpackungsmitteln aus Kunststoffen,Verarbeitendes Gewerbe
22220,5,Herstellung von Verpackungsmitteln aus Kunststoffen,Verarbeitendes Gewerbe
2223,4,Herstellung von Baubedarfsartikeln aus Kunststoffen,Verarbeitendes Gewerbe
22230,5,Herstellung von Baubedarfsartikeln aus Kunststoffen,Verarbeitendes Gewerbe
2229,4,Herstellung von sonstigen Kunststoffwaren,Verarbeitendes Gewerbe
22290,5,Herstellung von sonstigen Kunststoffwaren,Verarbeitendes Gewerbe
23,2,"Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden",Verarbeitendes Gewerbe
231,3,Herstellung von Glas und Glaswaren,Verarbeitendes Gewerbe
2311,4,Herstellung von Flachglas,Verarbeitendes Gewerbe
23110,5,Herstellung von Flachglas,Verarbeitendes Gewerbe
2312,4,Veredlung und Bearbeitung von Flachglas,Verarbeitendes Gewerbe
23120,5,Veredlung und Bearbeitung von Flachglas,Verarbeitendes Gewerbe
2313,4,Herstellung von Hohlglas,Verarbeitendes Gewerbe
23130,5,Herstellung von Hohlglas,Verarbeitendes Gewerbe
2314,4,Herstellung von Glasfasern und Waren daraus,Verarbeitendes Gewerbe
23140,5,Herstellung von Glasfasern und Waren daraus,Verarbeitendes Gewerbe
2319,4,"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren",Verarbeitendes Gewerbe
23190,5,"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren",Verarbeitendes Gewerbe
232,3,Herstellung von feuerfesten keramischen Werkstoffen und Waren,Verarbeitendes Gewerbe
232,4,Herstellung von feuerfesten keramischen Werkstoffen und Waren,Verarbeitendes Gewerbe
23200,5,Herstellung von feuerfesten keramischen Werkstoffen und Waren,Verarbeitendes Gewerbe
233,3,Herstellung von keramischen Baumaterialien,Verarbeitendes Gewerbe
2331,4,Herstellung von keramischen Wand- und Bodenfliesen und -platten,Verarbeitendes Gewerbe
23310,5,Herstellung von keramischen Wand- und Bodenfliesen und -platten,Verarbeitendes Gewerbe
2332,4,Herstellung von Ziegeln und sonstiger Baukeramik,Verarbeitendes Gewerbe
23320,5,Herstellung von Ziegeln und sonstiger Baukeramik,Verarbeitendes Gewerbe
234,3,Herstellung von sonstigen Porzellan- und keramischen Erzeugnissen,Verarbeitendes Gewerbe
2341,4,Herstellung von keramischen Haushaltswaren und Ziergegenständen,Verarbeitendes Gewerbe
23410,5,Herstellung von keramischen Haushaltswaren und Ziergegenständen,Verarbeitendes Gewerbe
2342,4,Herstellung von Sanitärkeramik,Verarbeitendes Gewerbe
23420,5,Herstellung von Sanitärkeramik,Verarbeitendes Gewerbe
2343,4,Herstellung von Isolatoren und Isolierteilen aus Keramik,Verarbeitendes Gewerbe
23430,5,Herstellung von Isolatoren und Isolierteilen aus Keramik,Verarbeitendes Gewerbe
2344,4,Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke,Verarbeitendes Gewerbe
23440,5,Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke,Verarbeitendes Gewerbe
2349,4,Herstellung von sonstigen keramischen Erzeugnissen,Verarbeitendes Gewerbe
23490,5,Herstellung von sonstigen keramischen Erzeugnissen,Verarbeitendes Gewerbe
235,3,"Herstellung von Zement, Kalk und gebranntem Gips",Verarbeitendes Gewerbe
2351,4,Herstellung von Zement,Verarbeitendes Gewerbe
23510,5,Herstellung von Zement,Verarbeitendes Gewerbe
2352,4,Herstellung von Kalk und gebranntem Gips,Verarbeitendes Gewerbe
23520,5,Herstellung von Kalk und gebranntem Gips,Verarbeitendes Gewerbe
236,3,"Herstellung von Erzeugnissen aus Beton, Zement und Gips",Verarbeitendes Gewerbe
2361,4,"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau",Verarbeitendes Gewerbe
23610,5,"Herstellung von Erzeugnissen aus Beton, Zement und Kalksandstein für den Bau",Verarbeitendes Gewerbe
2362,4,Herstellung von Gipserzeugnissen für den Bau,Verarbeitendes Gewerbe
23620,5,Herstellung von Gipserzeugnissen für den Bau,Verarbeitendes Gewerbe
2363,4,Herstellung von Frischbeton (Transportbeton),Verarbeitendes Gewerbe
23630,5,Herstellung von Frischbeton (Transportbeton),Verarbeitendes Gewerbe
2364,4,Herstellung von Mörtel und anderem Beton (Trockenbeton),Verarbeitendes Gewerbe
23640,5,Herstellung von Mörtel und anderem Beton (Trockenbeton),Verarbeitendes Gewerbe
2365,4,Herstellung von Faserzementwaren,Verarbeitendes Gewerbe
23650,5,Herstellung von Faserzementwaren,Verarbeitendes Gewerbe
2369,4,"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a. n. g.",Verarbeitendes Gewerbe
23690,5,"Herstellung von sonstigen Erzeugnissen aus Beton, Zement und Gips a. n. g.",Verarbeitendes Gewerbe
237,3,Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,Verarbeitendes Gewerbe
237,4,Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,Verarbeitendes Gewerbe
23700,5,Be- und Verarbeitung von Naturwerksteinen und Natursteinen a. n. g.,Verarbeitendes Gewerbe
239,3,Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage sowie sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.,Verarbeitendes Gewerbe
2391,4,Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage,Verarbeitendes Gewerbe
23910,5,Herstellung von Schleifkörpern und Schleifmitteln auf Unterlage,Verarbeitendes Gewerbe
2399,4,Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.,Verarbeitendes Gewerbe
23990,5,Herstellung von sonstigen Erzeugnissen aus nichtmetallischen Mineralien a. n. g.,Verarbeitendes Gewerbe
24,2,Metallerzeugung und -bearbeitung,Verarbeitendes Gewerbe
241,3,"Erzeugung von Roheisen, Stahl und Ferrolegierungen",Verarbeitendes Gewerbe
241,4,"Erzeugung von Roheisen, Stahl und Ferrolegierungen",Verarbeitendes Gewerbe
24100,5,"Erzeugung von Roheisen, Stahl und Ferrolegierungen",Verarbeitendes Gewerbe
242,3,"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl",Verarbeitendes Gewerbe
242,4,"Herstellung von Stahlrohren, Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl",Verarbeitendes Gewerbe
24201,5,Herstellung von Stahlrohren (ohne Präzisionsstahlrohre),Verarbeitendes Gewerbe
24202,5,Herstellung von Präzisionsstahlrohren,Verarbeitendes Gewerbe
24203,5,"Herstellung von Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl",Verarbeitendes Gewerbe
243,3,Sonstige erste Bearbeitung von Eisen und Stahl,Verarbeitendes Gewerbe
2431,4,Herstellung von Blankstahl,Verarbeitendes Gewerbe
24310,5,Herstellung von Blankstahl,Verarbeitendes Gewerbe
2432,4,Herstellung von Kaltband mit einer Breite von weniger als 600 mm,Verarbeitendes Gewerbe
24320,5,Herstellung von Kaltband mit einer Breite von weniger als 600 mm,Verarbeitendes Gewerbe
2433,4,Herstellung von Kaltprofilen,Verarbeitendes Gewerbe
24330,5,Herstellung von Kaltprofilen,Verarbeitendes Gewerbe
2434,4,Herstellung von kaltgezogenem Draht,Verarbeitendes Gewerbe
24340,5,Herstellung von kaltgezogenem Draht,Verarbeitendes Gewerbe
244,3,Erzeugung und erste Bearbeitung von NE-Metallen,Verarbeitendes Gewerbe
2441,4,Erzeugung und erste Bearbeitung von Edelmetallen,Verarbeitendes Gewerbe
24410,5,Erzeugung und erste Bearbeitung von Edelmetallen,Verarbeitendes Gewerbe
2442,4,Erzeugung und erste Bearbeitung von Aluminium,Verarbeitendes Gewerbe
24420,5,Erzeugung und erste Bearbeitung von Aluminium,Verarbeitendes Gewerbe
2443,4,"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn",Verarbeitendes Gewerbe
24430,5,"Erzeugung und erste Bearbeitung von Blei, Zink und Zinn",Verarbeitendes Gewerbe
2444,4,Erzeugung und erste Bearbeitung von Kupfer,Verarbeitendes Gewerbe
24440,5,Erzeugung und erste Bearbeitung von Kupfer,Verarbeitendes Gewerbe
2445,4,Erzeugung und erste Bearbeitung von sonstigen NE-Metallen,Verarbeitendes Gewerbe
24450,5,Erzeugung und erste Bearbeitung von sonstigen NE-Metallen,Verarbeitendes Gewerbe
2446,4,Aufbereitung von Kernbrennstoffen,Verarbeitendes Gewerbe
24460,5,Aufbereitung von Kernbrennstoffen,Verarbeitendes Gewerbe
245,3,Gießereien,Verarbeitendes Gewerbe
2451,4,Eisengießereien,Verarbeitendes Gewerbe
24510,5,Eisengießereien,Verarbeitendes Gewerbe
2452,4,Stahlgießereien,Verarbeitendes Gewerbe
24520,5,Stahlgießereien,Verarbeitendes Gewerbe
2453,4,Leichtmetallgießereien,Verarbeitendes Gewerbe
24530,5,Leichtmetallgießereien,Verarbeitendes Gewerbe
2454,4,Buntmetallgießereien,Verarbeitendes Gewerbe
24540,5,Buntmetallgießereien,Verarbeitendes Gewerbe
25,2,Herstellung von Metallerzeugnissen,Verarbeitendes Gewerbe
251,3,Stahl- und Leichtmetallbau,Verarbeitendes Gewerbe
2511,4,Herstellung von Metallkonstruktionen,Verarbeitendes Gewerbe
25110,5,Herstellung von Metallkonstruktionen,Verarbeitendes Gewerbe
2512,4,Herstellung von Ausbauelementen aus Metall,Verarbeitendes Gewerbe
25120,5,Herstellung von Ausbauelementen aus Metall,Verarbeitendes Gewerbe
252,3,Herstellung von Metalltanks und -behältern; Herstellung von Heizkörpern und -kesseln für Zentralheizungen,Verarbeitendes Gewerbe
2521,4,Herstellung von Heizkörpern und -kesseln für Zentralheizungen,Verarbeitendes Gewerbe
25210,5,Herstellung von Heizkörpern und -kesseln für Zentralheizungen,Verarbeitendes Gewerbe
2529,4,"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall",Verarbeitendes Gewerbe
25290,5,"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall",Verarbeitendes Gewerbe
253,3,Herstellung von Dampfkesseln (ohne Zentralheizungskessel),Verarbeitendes Gewerbe
253,4,Herstellung von Dampfkesseln (ohne Zentralheizungskessel),Verarbeitendes Gewerbe
25300,5,Herstellung von Dampfkesseln (ohne Zentralheizungskessel),Verarbeitendes Gewerbe
254,3,Herstellung von Waffen und Munition,Verarbeitendes Gewerbe
254,4,Herstellung von Waffen und Munition,Verarbeitendes Gewerbe
25400,5,Herstellung von Waffen und Munition,Verarbeitendes Gewerbe
255,3,"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen",Verarbeitendes Gewerbe
255,4,"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen",Verarbeitendes Gewerbe
25501,5,Herstellung von Freiformschmiedestücken,Verarbeitendes Gewerbe
25502,5,Herstellung von Gesenkschmiedeteilen,Verarbeitendes Gewerbe
25503,5,Herstellung von Kaltfließpressteilen,Verarbeitendes Gewerbe
25504,5,"Herstellung von Press-, Zieh- und Stanzteilen",Verarbeitendes Gewerbe
25505,5,Herstellung von pulvermetallurgischen Erzeugnissen,Verarbeitendes Gewerbe
256,3,Oberflächenveredlung und Wärmebehandlung; Mechanik a. n. g.,Verarbeitendes Gewerbe
2561,4,Oberflächenveredlung und Wärmebehandlung,Verarbeitendes Gewerbe
25610,5,Oberflächenveredlung und Wärmebehandlung,Verarbeitendes Gewerbe
2562,4,Mechanik a. n. g.,Verarbeitendes Gewerbe
25620,5,Mechanik a. n. g.,Verarbeitendes Gewerbe
257,3,"Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen",Verarbeitendes Gewerbe
2571,4,Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,Verarbeitendes Gewerbe
25710,5,Herstellung von Schneidwaren und Bestecken aus unedlen Metallen,Verarbeitendes Gewerbe
2572,4,Herstellung von Schlössern und Beschlägen aus unedlen Metallen,Verarbeitendes Gewerbe
25720,5,Herstellung von Schlössern und Beschlägen aus unedlen Metallen,Verarbeitendes Gewerbe
2573,4,Herstellung von Werkzeugen,Verarbeitendes Gewerbe
25731,5,Herstellung von Handwerkzeugen,Verarbeitendes Gewerbe
25732,5,Herstellung von Sägen und von Maschinenwerkzeugen für die Holzbearbeitung,Verarbeitendes Gewerbe
25733,5,Herstellung von auswechselbaren Werkzeugen für die Metallbearbeitung a. n. g.,Verarbeitendes Gewerbe
25734,5,Herstellung von Geräten für die Landwirtschaft,Verarbeitendes Gewerbe
25735,5,Herstellung von sonstigen Werkzeugen,Verarbeitendes Gewerbe
259,3,Herstellung von sonstigen Metallwaren,Verarbeitendes Gewerbe
2591,4,"Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall",Verarbeitendes Gewerbe
25910,5,"Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall",Verarbeitendes Gewerbe
2592,4,"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall",Verarbeitendes Gewerbe
25920,5,"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall",Verarbeitendes Gewerbe
2593,4,"Herstellung von Drahtwaren, Ketten und Federn",Verarbeitendes Gewerbe
25930,5,"Herstellung von Drahtwaren, Ketten und Federn",Verarbeitendes Gewerbe
2594,4,Herstellung von Schrauben und Nieten,Verarbeitendes Gewerbe
25940,5,Herstellung von Schrauben und Nieten,Verarbeitendes Gewerbe
2599,4,Herstellung von sonstigen Metallwaren a. n. g.,Verarbeitendes Gewerbe
25991,5,Herstellung von nicht elektrischen Haushaltsartikeln aus Metall,Verarbeitendes Gewerbe
25992,5,Herstellung von Panzerschränken und Tresoranlagen,Verarbeitendes Gewerbe
25993,5,Herstellung von Metallwaren a. n. g.,Verarbeitendes Gewerbe
26,2,"Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen",Verarbeitendes Gewerbe
261,3,Herstellung von elektronischen Bauelementen und Leiterplatten,Verarbeitendes Gewerbe
2611,4,Herstellung von elektronischen Bauelementen,Verarbeitendes Gewerbe
26111,5,Herstellung von Solarzellen und Solarmodulen,Verarbeitendes Gewerbe
26119,5,Herstellung von sonstigen elektronischen Bauelementen,Verarbeitendes Gewerbe
2612,4,Herstellung von bestückten Leiterplatten,Verarbeitendes Gewerbe
26120,5,Herstellung von bestückten Leiterplatten,Verarbeitendes Gewerbe
262,3,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Verarbeitendes Gewerbe
262,4,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Verarbeitendes Gewerbe
26200,5,Herstellung von Datenverarbeitungsgeräten und peripheren Geräten,Verarbeitendes Gewerbe
263,3,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Verarbeitendes Gewerbe
263,4,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Verarbeitendes Gewerbe
26300,5,Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik,Verarbeitendes Gewerbe
264,3,Herstellung von Geräten der Unterhaltungselektronik,Verarbeitendes Gewerbe
264,4,Herstellung von Geräten der Unterhaltungselektronik,Verarbeitendes Gewerbe
26400,5,Herstellung von Geräten der Unterhaltungselektronik,Verarbeitendes Gewerbe
265,3,"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen; Herstellung von Uhren",Verarbeitendes Gewerbe
2651,4,"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen",Verarbeitendes Gewerbe
26511,5,"Herstellung von elektrischen Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen",Verarbeitendes Gewerbe
26512,5,"Herstellung von nicht elektrischen Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen",Verarbeitendes Gewerbe
26513,5,Herstellung von Prüfmaschinen,Verarbeitendes Gewerbe
2652,4,Herstellung von Uhren,Verarbeitendes Gewerbe
26520,5,Herstellung von Uhren,Verarbeitendes Gewerbe
266,3,Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,Verarbeitendes Gewerbe
266,4,Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,Verarbeitendes Gewerbe
26600,5,Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten,Verarbeitendes Gewerbe
267,3,Herstellung von optischen und fotografischen Instrumenten und Geräten,Verarbeitendes Gewerbe
267,4,Herstellung von optischen und fotografischen Instrumenten und Geräten,Verarbeitendes Gewerbe
26700,5,Herstellung von optischen und fotografischen Instrumenten und Geräten,Verarbeitendes Gewerbe
268,3,Herstellung von magnetischen und optischen Datenträgern,Verarbeitendes Gewerbe
268,4,Herstellung von magnetischen und optischen Datenträgern,Verarbeitendes Gewerbe
26800,5,Herstellung von magnetischen und optischen Datenträgern,Verarbeitendes Gewerbe
27,2,Herstellung von elektrischen Ausrüstungen,Verarbeitendes Gewerbe
271,3,"Herstellung von Elektromotoren, Generatoren, Transformatoren, Elektrizitätsverteilungs- und schalteinrichtungen",Verarbeitendes Gewerbe
2711,4,"Herstellung von Elektromotoren, Generatoren und Transformatoren",Verarbeitendes Gewerbe
27110,5,"Herstellung von Elektromotoren, Generatoren und Transformatoren",Verarbeitendes Gewerbe
2712,4,Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen,Verarbeitendes Gewerbe
27120,5,Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen,Verarbeitendes Gewerbe
272,3,Herstellung von Batterien und Akkumulatoren,Verarbeitendes Gewerbe
272,4,Herstellung von Batterien und Akkumulatoren,Verarbeitendes Gewerbe
27200,5,Herstellung von Batterien und Akkumulatoren,Verarbeitendes Gewerbe
273,3,Herstellung von Kabeln und elektrischem Installationsmaterial,Verarbeitendes Gewerbe
2731,4,Herstellung von Glasfaserkabeln,Verarbeitendes Gewerbe
27310,5,Herstellung von Glasfaserkabeln,Verarbeitendes Gewerbe
2732,4,Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln,Verarbeitendes Gewerbe
27320,5,Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln,Verarbeitendes Gewerbe
2733,4,Herstellung von elektrischem Installationsmaterial,Verarbeitendes Gewerbe
27330,5,Herstellung von elektrischem Installationsmaterial,Verarbeitendes Gewerbe
274,3,Herstellung von elektrischen Lampen und Leuchten,Verarbeitendes Gewerbe
274,4,Herstellung von elektrischen Lampen und Leuchten,Verarbeitendes Gewerbe
27400,5,Herstellung von elektrischen Lampen und Leuchten,Verarbeitendes Gewerbe
275,3,Herstellung von Haushaltsgeräten,Verarbeitendes Gewerbe
2751,4,Herstellung von elektrischen Haushaltsgeräten,Verarbeitendes Gewerbe
27510,5,Herstellung von elektrischen Haushaltsgeräten,Verarbeitendes Gewerbe
2752,4,Herstellung von nicht elektrischen Haushaltsgeräten,Verarbeitendes Gewerbe
27520,5,Herstellung von nichtelektrischen Haushaltsgeräten,Verarbeitendes Gewerbe
279,3,Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g.,Verarbeitendes Gewerbe
279,4,Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g.,Verarbeitendes Gewerbe
27900,5,Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a. n. g.,Verarbeitendes Gewerbe
28,2,Maschinenbau,Verarbeitendes Gewerbe
281,3,Herstellung von nicht wirtschaftszweigspezifischen Maschinen,Verarbeitendes Gewerbe
2811,4,Herstellung von Verbrennungsmotoren und Turbinen (ohne Motoren für Luft- und Straßenfahrzeuge),Verarbeitendes Gewerbe
